job_id,title,company,location,salary_min,salary_max,salary_raw,experience_years,skills_raw,education,posted_date,source,salary_avg,has_sql,has_power_bi,has_excel,has_python,has_tableau,has_fabric,has_etl,has_dashboard,has_statistics,exp_bucket,salary_bucket
BDJ-1454,MIS Executive,Daraz,Dhaka,,,Negotiable,3,"SQL, Power BI, Excel",MSc,2026-08-12,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1455,Data Analyst - Power BI,PalmPay,Dhaka,20000.0,35000.0,Tk. 20000-35000,2,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-08,careerjet,27500.0,1,0,1,1,1,0,0,0,0,Mid (2-3),25-35k
BDJ-1456,Data Analyst - Power BI,bKash,Dhaka,,,Negotiable,3,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-28,bdjobs,,1,0,1,1,1,0,0,0,0,Mid (2-3),Negotiable
BDJ-1457,BI Analyst,Banglalink,Dhaka,18000.0,33000.0,Tk. 18000-33000,3,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-09-14,bdjobs,25500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),25-35k
BDJ-1458,Growth Data Analyst,Foodpanda,Dhaka,35000.0,50000.0,Tk. 35000-50000,2,"Excel, SQL, Dashboard, ETL",MSc,2026-09-04,careerjet,42500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1459,Sales Data Analyst,PalmPay,Dhaka,25000.0,45000.0,Tk. 25000-45000,0,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-15,careerjet,35000.0,1,1,0,1,0,0,0,0,1,Fresher (0-1),35-50k
BDJ-1460,MIS Executive,Daraz,Dhaka,20000.0,35000.0,Tk. 20000-35000,4,"Python, SQL, Statistics, Power BI",BBA/MBA,2026-08-31,careerjet,27500.0,1,1,0,1,0,0,0,0,1,Senior (4+),25-35k
BDJ-1461,BI Analyst,Chaldal,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin,50000.0,1,1,1,0,0,0,0,0,0,Mid (2-3),50-70k
BDJ-1462,BI Analyst,ACI,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-12,careerjet,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1463,BI Analyst,Pathao,Dhaka,20000.0,35000.0,Tk. 20000-35000,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-03,linkedin,27500.0,1,1,0,1,0,0,0,0,1,Senior (4+),25-35k
BDJ-1464,BI Analyst,bKash,Dhaka,40000.0,55000.0,Tk. 40000-55000,3,"SQL, Power BI, Excel",BBA/MBA,2026-09-04,bdjobs,47500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1465,BI Analyst,BRAC Bank,Dhaka,,,Negotiable,2,"SQL, Excel, Power BI, Looker",BSc in CSE/Stats,2026-08-02,bdjobs,,1,1,1,0,0,0,0,0,0,Mid (2-3),Negotiable
BDJ-1466,Sales Data Analyst,BRAC Bank,Dhaka,25000.0,45000.0,Tk. 25000-45000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-11,careerjet,35000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1467,Data Analyst - Power BI,Rokomari,Chittagong,20000.0,40000.0,Tk. 20000-40000,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-26,linkedin,30000.0,1,1,0,1,0,0,0,0,1,Senior (4+),25-35k
BDJ-1468,BI Analyst,Foodpanda,Dhaka,40000.0,50000.0,Tk. 40000-50000,4,"SQL, Excel, Power BI, Looker",MSc,2026-08-10,linkedin,45000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1469,Data Analyst - Power BI,Well Group,Dhaka,,,Negotiable,0,"SQL, Power BI, Excel",BBA/MBA,2026-09-13,linkedin,,1,1,1,0,0,0,0,0,0,Fresher (0-1),Negotiable
BDJ-1470,Data Analyst,Grameenphone,Dhaka,25000.0,45000.0,Tk. 25000-45000,5,"Excel, SQL, Dashboard, ETL",MSc,2026-09-08,careerjet,35000.0,1,0,1,0,0,0,1,1,0,Senior (4+),35-50k
BDJ-1471,Data Analyst - Power BI,Well Group,Dhaka,40000.0,55000.0,Tk. 40000-55000,3,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-09,careerjet,47500.0,1,1,1,0,0,0,0,0,0,Mid (2-3),35-50k
BDJ-1472,Junior Data Analyst,Rokomari,Remote,40000.0,60000.0,Tk. 40000-60000,1,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-30,linkedin,50000.0,1,1,0,0,0,1,0,1,0,Fresher (0-1),50-70k
BDJ-1473,BI Analyst,Pathao,Dhaka,20000.0,35000.0,Tk. 20000-35000,5,"SQL, Python, Tableau, Excel",BBA/MBA,2026-09-02,careerjet,27500.0,1,0,1,1,1,0,0,0,0,Senior (4+),25-35k
BDJ-1474,BI Analyst,Daraz,Chittagong,40000.0,60000.0,Tk. 40000-60000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-25,linkedin,50000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1475,Data Analyst,Banglalink,Remote,,,Negotiable,0,"Python, SQL, Statistics, Power BI",MSc,2026-09-04,linkedin,,1,1,0,1,0,0,0,0,1,Fresher (0-1),Negotiable
BDJ-1476,Junior Data Analyst,ACI,Dhaka,40000.0,60000.0,Tk. 40000-60000,2,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-09,linkedin,50000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1477,BI Analyst,Rokomari,Dhaka,50000.0,60000.0,Tk. 50000-60000,3,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-08-28,bdjobs,55000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1478,Junior Data Analyst,Foodpanda,Dhaka,35000.0,45000.0,Tk. 35000-45000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-08,careerjet,40000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1479,Junior Data Analyst,Grameenphone,Dhaka,,,Negotiable,5,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-05,linkedin,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1480,BI Analyst,Chaldal,Remote,50000.0,65000.0,Tk. 50000-65000,1,"SQL, Python, Tableau, Excel",BBA/MBA,2026-08-24,linkedin,57500.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),50-70k
BDJ-1481,Growth Data Analyst,PalmPay,Dhaka,,,Negotiable,4,"SQL, Python, Tableau, Excel",BSc in CSE/Stats,2026-08-04,bdjobs,,1,0,1,1,1,0,0,0,0,Senior (4+),Negotiable
BDJ-1482,Data Analyst,Grameenphone,Dhaka,,,Negotiable,0,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-25,careerjet,,1,0,1,0,0,0,1,1,0,Fresher (0-1),Negotiable
BDJ-1483,Business Intelligence Analyst,Rokomari,Dhaka,,,Negotiable,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-08-14,bdjobs,,1,1,0,0,0,1,0,1,0,Senior (4+),Negotiable
BDJ-1484,Business Intelligence Analyst,PalmPay,Dhaka,35000.0,50000.0,Tk. 35000-50000,4,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-21,bdjobs,42500.0,1,1,0,0,0,1,0,1,0,Senior (4+),35-50k
BDJ-1485,Business Intelligence Analyst,ACI,Dhaka,35000.0,55000.0,Tk. 35000-55000,1,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-09-04,careerjet,45000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1486,Junior Data Analyst,Banglalink,Dhaka,18000.0,38000.0,Tk. 18000-38000,1,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-07,bdjobs,28000.0,1,0,1,0,0,0,1,1,0,Fresher (0-1),25-35k
BDJ-1487,Junior Data Analyst,Grameenphone,Dhaka,50000.0,60000.0,Tk. 50000-60000,5,"Power BI, Microsoft Fabric, SQL, Dashboard",BBA/MBA,2026-08-14,careerjet,55000.0,1,1,0,0,0,1,0,1,0,Senior (4+),50-70k
BDJ-1488,Sales Data Analyst,Foodpanda,Dhaka,35000.0,55000.0,Tk. 35000-55000,3,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-08-14,linkedin,45000.0,1,0,1,0,0,0,1,1,0,Mid (2-3),35-50k
BDJ-1489,Business Intelligence Analyst,Grameenphone,Dhaka,,,Negotiable,2,"Power BI, Microsoft Fabric, SQL, Dashboard",BSc in CSE/Stats,2026-09-02,bdjobs,,1,1,0,0,0,1,0,1,0,Mid (2-3),Negotiable
BDJ-1490,Business Intelligence Analyst,Chaldal,Dhaka,25000.0,45000.0,Tk. 25000-45000,1,"SQL, Power BI, Excel",BBA/MBA,2026-08-14,bdjobs,35000.0,1,1,1,0,0,0,0,0,0,Fresher (0-1),35-50k
BDJ-1491,Sales Data Analyst,Pathao,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-08-05,linkedin,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1492,Data Analyst,Rokomari,Dhaka,,,Negotiable,4,"Excel, SQL, Dashboard, ETL",BBA/MBA,2026-09-01,careerjet,,1,0,1,0,0,0,1,1,0,Senior (4+),Negotiable
BDJ-1493,Data Analyst - Power BI,Banglalink,Dhaka,35000.0,45000.0,Tk. 35000-45000,5,"SQL, Power BI, Excel",BBA/MBA,2026-08-10,linkedin,40000.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
BDJ-1494,Business Intelligence Analyst,ACI,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",BSc in CSE/Stats,2026-09-13,linkedin,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1495,Data Analyst,Daraz,Chittagong,20000.0,35000.0,Tk. 20000-35000,4,"SQL, Power BI, Excel",BSc in CSE/Stats,2026-08-21,careerjet,27500.0,1,1,1,0,0,0,0,0,0,Senior (4+),25-35k
BDJ-1496,Growth Data Analyst,Banglalink,Dhaka,,,Negotiable,4,"Python, SQL, Statistics, Power BI",MSc,2026-08-15,careerjet,,1,1,0,1,0,0,0,0,1,Senior (4+),Negotiable
BDJ-1497,Data Analyst,Rokomari,Dhaka,50000.0,65000.0,Tk. 50000-65000,2,"Excel, SQL, Dashboard, ETL",BSc in CSE/Stats,2026-09-14,linkedin,57500.0,1,0,1,0,0,0,1,1,0,Mid (2-3),50-70k
BDJ-1498,Growth Data Analyst,Well Group,Dhaka,35000.0,45000.0,Tk. 35000-45000,0,"SQL, Python, Tableau, Excel",MSc,2026-09-13,bdjobs,40000.0,1,0,1,1,1,0,0,0,0,Fresher (0-1),35-50k
BDJ-1499,Junior Data Analyst,Pathao,Dhaka,40000.0,55000.0,Tk. 40000-55000,4,"SQL, Excel, Power BI, Looker",BBA/MBA,2026-08-09,careerjet,47500.0,1,1,1,0,0,0,0,0,0,Senior (4+),35-50k
